Bait	GeneName	CellTypes	InWeb	BioPlex	iRefIndex	HuRI	STRING	PCNet
ADAMTS7	DYNLL1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	EEF1B2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	EEF1D	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	EEF1G	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	EIF3CL	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	EIF3D	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	EIF4G1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	ELAVL1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	ERH	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	ETV6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	FAM120A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	FAM98A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	FAU	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	FIP1L1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	FMR1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	FXR1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	FXR2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	G3BP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	G3BP2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	GIT1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	GIT2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	GSN	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	HDLBP	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	HNRNPF	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	HNRNPH1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	HNRNPK	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	IGF2BP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	IGF2BP2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	IGF2BP3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	KHDRBS1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	KIF2A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	LARP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	LDHA	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	LDHB	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	LSM12	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	LUC7L2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	LUC7L3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	MAP1A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	MAP1B	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	NCL	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	NUDT21	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	NUFIP2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PABPC1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PABPC4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PAK1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PALLD	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PCBP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PDIA6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PRDX1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PRKACA	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PRKAR1A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PRKAR2A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PRRC2C	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PTBP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PUF60	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PURA	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	PURB	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RAB11FIP5	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RBM39	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RBMS1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RBMS2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL10	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL12	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL13	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL13A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL17	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL19	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL21	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL23A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL24	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL26	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL27	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL27A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL28	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL31	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL34	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL35	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL36AL	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL7A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPL8	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPLP0	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPLP2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS10	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS11	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS12	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS13	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS15	SMC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ADAMTS7	RPS15A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS16	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS17	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS18	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS19	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS20	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS23	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS24	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS25	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS26	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS27A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS28	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS3A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS4X	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS7	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS8	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RPS9	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RRBP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RTCB	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	RTRAF	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	S100A10	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	S100A11	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	S100A6	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SEC22B	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SERBP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SNRNP70	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SNRPD1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SNRPD3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SPAG9	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SRSF3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SRSF7	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	STAU1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	SYNCRIP	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	TAX1BP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	TJP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	TNFAIP3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	TNKS1BP1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	TRA2A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	TRA2B	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	TXN	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	U2AF1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	U2AF2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	UPF1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	USP10	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	VCAN	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	VPS35L	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	YBX1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	YBX3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	YLPM1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	YWHAZ	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS7	ZC3HAV1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ACOT7	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ACSL3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ACSL4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ACTR1A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	AHSA1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	AKAP2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ALB	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ANAPC5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ANGPTL4	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	AP4M1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ARCN1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ARF1	EC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ARHGEF26	ARGLU1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ARHGAP29	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ARHGEF10	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ASPH	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ATAD3A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ATP6V1A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	BLVRB	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	BUB3	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	C2ORF49	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CALD1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CAMK2D	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CAMK2G	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CAPRIN2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CARD11	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CASK	SMC	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ARHGEF26	CASP14	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CAV1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CCT2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CCT3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CCT6A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CD2AP	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CD2BP2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CDC26	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CHD3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CLTA	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CLTC	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CLTCL1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CMTR1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CNP	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	COG2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	COPG1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CSDE1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CSTA	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CSTB	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	CTSV	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DARS1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DDOST	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DDX58	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DDX60	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DHX15	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DHX9	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DLG1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ARHGEF26	DNAAF5	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DOCK6	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DOCK9	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DSG1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	DTX3L	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EEF1A1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EEF1A1P5	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EEF1B2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EEF1D	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EEF1E1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EEF1G	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EHD1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EHD4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EIF2AK2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EIF2AK4	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EIF3E	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EIF3H	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EIF4B	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EPRS1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ERAP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	ERH	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	EWSR1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	FBN1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	FERMT3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	FGF2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	FLNA	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	FMNL2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	FMNL3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	FNDC3B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	G3BP2	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GAPDH	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GARS1	EC, SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GATAD2A	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GBE1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GIMAP1	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GNA13	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GNAI2	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GNAS	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GPATCH1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GRAP	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	GSDMD	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	H4-16	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HDLBP	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HLA-B	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HLA-C	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HLA-E	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HLTF	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HNRNPA3	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HNRNPAB	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HNRNPC	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HNRNPDL	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HNRNPH1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HNRNPLL	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HSD17B10	EC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HSP90AB1	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HSPA1A	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HSPA5	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HSPA8	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF26	HSPA9	SMC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
